tfidf,lsa,bm25,Query_expansion,esa,nesa,embeddings
0.6537037037037037,0.8833333333333333,0.7986111111111112,0.7116666666666667,0.65,0.6845238095238095,0.9055555555555554
1.0,1.0,0.85,0.8666666666666667,1.0,1.0,0.69375
0.9704861111111112,0.9861111111111112,0.975,0.9317956349206348,0.9861111111111112,0.959375,0.9317956349206349
1.0,0.611111111111111,1.0,0.5,1.0,1.0,0.9166666666666666
0.1944444444444444,0.2361111111111111,0.4083333333333333,0.1111111111111111,0.225,0.1833333333333333,0.4666666666666666
0.6,0.95,1.0,1.0,0.6984126984126983,0.8333333333333333,0.6555555555555556
0.6805555555555555,1.0,1.0,0.6,0.7222222222222222,0.6805555555555555,0.5074074074074074
0.775,0.8666666666666667,1.0,0.8095238095238094,0.75,0.75,0.6095238095238095
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6984126984126983,0.75,0.5916666666666667,0.554861111111111,0.6428571428571429,0.7000000000000001,0.8095238095238094
0.6666666666666666,0.8333333333333333,0.6805555555555555,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.7555555555555555
0.25,0.5,0.6666666666666666,0.0,0.2869047619047619,0.2757936507936507,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.225,0.5,0.1111111111111111,0.2,0.3666666666666667,0.3666666666666667,0.5
0.6428571428571428,0.325,1.0,0.6428571428571428,0.75,0.75,0.8095238095238094
1.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.8333333333333334
1.0,0.8333333333333333,0.8333333333333333,0.5,1.0,1.0,0.75
0.5,0.4166666666666666,0.8333333333333333,0.3095238095238095,0.5,0.5,0.37777777777777777
0.0,0.0,0.0,0.0,0.0,0.0,0.2785714285714285
0.8857142857142857,0.9571428571428572,0.9379251700680272,1.0,0.9166666666666666,0.9666666666666666,0.9888888888888889
0.75,0.6666666666666666,1.0,0.611111111111111,0.75,0.6428571428571428,0.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9761904761904762,0.8687074829931973,0.9166666666666666,0.575,0.9761904761904762,0.8773809523809524,0.75
0.8333333333333334,0.6488095238095237,0.8666666666666667,0.7916666666666666,0.8333333333333334,0.8095238095238094,0.9166666666666666
0.7592857142857143,0.9325396825396826,0.9214285714285716,0.6111111111111112,0.7678571428571428,0.7678571428571428,0.9166666666666666
0.3555555555555555,0.325,0.5,0.4166666666666666,0.2916666666666666,0.25,0.3333333333333333
0.3095238095238095,0.2777777777777778,0.3333333333333333,0.2111111111111111,0.3333333333333333,0.2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7555555555555555,0.425,0.6676190476190476,0.75,0.7555555555555555,0.8055555555555555,0.4761904761904762
0.25,0.2,0.5,0.2,0.2361111111111111,0.225,0.2
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.625,1.0,1.0,1.0,1.0,0.6666666666666666
0.8055555555555555,0.8095238095238094,0.7222222222222222,0.4333333333333333,0.8055555555555555,0.8055555555555555,0.7
0.5111111111111111,0.5968253968253968,0.4999999999999999,0.5888888888888889,0.525,0.5,0.7253968253968253
0.0,0.5,0.0,0.0,0.0,0.0,0.7
0.3333333333333333,0.0,1.0,0.25,0.25,0.25,0.373015873015873
0.2157407407407407,0.3333333333333333,0.0,0.25,0.1825396825396825,0.1964285714285714,0.45
0.6666666666666666,0.75,1.0,0.6666666666666666,0.7,0.75,0.16666666666666666
1.0,0.5396825396825397,0.3999999999999999,1.0,1.0,1.0,0.375
0.7222222222222222,0.7222222222222222,0.8055555555555555,0.7000000000000001,0.8055555555555555,0.8055555555555555,0.5
0.8333333333333334,1.0,0.7048611111111112,0.8095238095238094,0.9166666666666666,0.9166666666666666,0.7666666666666666
0.6178571428571429,0.6178571428571429,0.5654761904761905,0.5916666666666667,0.6178571428571429,0.6428571428571428,0.7678571428571428
0.8,0.6666666666666666,0.7928571428571429,0.7884920634920635,0.8711111111111111,0.8259259259259258,0.6916666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9166666666666666,1.0,0.8333333333333333,1.0,0.9166666666666666,0.9166666666666666,0.8666666666666667
0.8968253968253969,0.5726190476190476,0.827437641723356,1.0,0.8523809523809524,0.885,0.5416666666666666
0.6458333333333333,0.762037037037037,0.5972789115646258,0.5644444444444444,0.6277777777777777,0.6416666666666666,0.4675925925925926
1.0,0.7,0.7777777777777778,0.8333333333333333,1.0,1.0,0.875
0.7,0.2916666666666666,0.2361111111111111,0.3928571428571428,0.7,0.7,0.6428571428571429
