tfidf,lsa,bm25,Query_expansion,esa,nesa,embeddings
0.4273567760987731,0.6088785183930706,0.4264161993677842,0.4102993783274454,0.3589376616084061,0.3626270608116255,0.5675503448171132
0.4786509778596012,0.4786509778596012,0.5149640558912377,0.4488194921879301,0.4786509778596012,0.4786509778596012,0.48889742046023155
0.9365622454097836,0.8697238865354485,0.9376857192640786,0.9263767796563568,0.9399628496939022,0.93428511497996,0.831220147771032
0.7224242270408039,0.6906520688763882,0.7224242270408039,0.476626110188513,0.7224242270408039,0.7224242270408039,0.8599797111848092
0.1886579670309062,0.2288431031762896,0.504834283358114,0.1185300055668829,0.2003750030493156,0.1839467036696822,0.4708779675626547
0.7631590451334302,0.8250106156634878,0.6170207902969586,0.4690515126520271,0.664489642923705,0.5863143908150339,0.6541075378344842
0.6338242661119226,0.4502448397335555,0.7048424825569007,0.5153198129326082,0.6429962736026404,0.6338242661119226,0.5830884140089693
0.554396649092538,0.5142009550474952,0.415617447187586,0.5005623375233907,0.5510328250047624,0.5510328250047624,0.43836306920312845
0.0,0.0,0.0,0.0,0.0,0.0,0.5633726272672425
0.4295562620103091,0.476944759803972,0.3799354629125386,0.4377922172999472,0.4057336071433636,0.4195273822356204,0.3917085689933094
0.5731412895159105,0.5055087174994781,0.5763843820684047,0.5055087174994781,0.5055087174994781,0.5055087174994781,0.5924231470311253
0.3209612537876233,0.3544052865027056,0.6276564154847084,0.0,0.3424767833186399,0.3304607597312822,0.5776347032605621
0.487191810963602,0.487191810963602,0.487191810963602,0.487191810963602,0.487191810963602,0.487191810963602,0.487191810963602
0.2864253331489538,0.3593137779505038,0.1714362405738065,0.2614677568280807,0.339827490590074,0.339827490590074,0.3593137779505038
0.4430433043823263,0.3318055661066738,0.6012610260559063,0.4430433043823263,0.4947960211200073,0.4947960211200073,0.8765868087249774
0.6785869089590915,0.6448166356759595,0.6785869089590915,0.6785869089590915,0.6785869089590915,0.6785869089590915,0.8163999009558466
0.8013764537628341,0.7253957448688627,0.7253957448688627,0.5245330092441028,0.8013764537628341,0.8013764537628341,0.6851662010342833
0.4163006183657635,0.3790556485844559,0.5757172414830177,0.32623977017371,0.4163006183657635,0.4163006183657635,0.4709252710837382
